dteday,season,year,month,holiday,one_of_week,weather_situation,temp,atemp,humidity,wind_speed,casual,registered,count_cr,humidity_category,category_days
2012-03-13,Spring,2012,Mar,No Holiday,Tuesday,Clear,0.565,0.542929,61.75000000000001,0.23695,762,5085,5847,Ideal,weekdays
2012-03-14,Spring,2012,Mar,No Holiday,Wednesday,Clear,0.5725,0.548617,50.708299999999994,0.115062,997,5315,6312,Ideal,weekdays
2012-03-15,Spring,2012,Mar,No Holiday,Thursday,Clear,0.5575,0.532825,57.958299999999994,0.149883,1005,5187,6192,Ideal,weekdays
2012-03-16,Spring,2012,Mar,No Holiday,Friday,Misty,0.435833,0.436229,84.20830000000001,0.113192,548,3830,4378,Terlalu Lembab,weekdays
2012-03-17,Spring,2012,Mar,No Holiday,Saturday,Misty,0.514167,0.505046,75.5833,0.110704,3155,4681,7836,Terlalu Lembab,weekend
2012-03-18,Spring,2012,Mar,No Holiday,Sunday,Misty,0.4725,0.464,81.0,0.126883,2207,3685,5892,Terlalu Lembab,weekend
2012-03-19,Spring,2012,Mar,No Holiday,Monday,Clear,0.545,0.532821,72.875,0.162317,982,5171,6153,Terlalu Lembab,weekdays
2012-03-20,Spring,2012,Mar,No Holiday,Tuesday,Clear,0.560833,0.538533,80.7917,0.121271,1051,5042,6093,Terlalu Lembab,weekdays
2012-03-21,Summer,2012,Mar,No Holiday,Wednesday,Misty,0.531667,0.513258,82.125,0.0895583,1122,5108,6230,Terlalu Lembab,weekdays
2012-03-22,Summer,2012,Mar,No Holiday,Thursday,Clear,0.554167,0.531567,83.125,0.117562,1334,5537,6871,Terlalu Lembab,weekdays
2012-03-23,Summer,2012,Mar,No Holiday,Friday,Misty,0.601667,0.570067,69.41669999999999,0.1163,2469,5893,8362,Terlalu Lembab,weekdays
2012-03-24,Summer,2012,Mar,No Holiday,Saturday,Misty,0.5025,0.486733,88.5417,0.192783,1033,2339,3372,Terlalu Lembab,weekend
2012-03-25,Summer,2012,Mar,No Holiday,Sunday,Misty,0.4375,0.437488,88.0833,0.220775,1532,3464,4996,Terlalu Lembab,weekend
2012-03-26,Summer,2012,Mar,No Holiday,Monday,Clear,0.445833,0.43875,47.7917,0.386821,795,4763,5558,Ideal,weekdays
2012-03-27,Summer,2012,Mar,No Holiday,Tuesday,Clear,0.323333,0.315654,28.999999999999996,0.187192,531,4571,5102,Terlalu kering,weekdays
2012-03-28,Summer,2012,Mar,No Holiday,Wednesday,Clear,0.484167,0.47095,48.125,0.291671,674,5024,5698,Ideal,weekdays
2012-03-29,Summer,2012,Mar,No Holiday,Thursday,Clear,0.494167,0.482304,43.9167,0.31965,834,5299,6133,Terlalu kering,weekdays
2012-03-30,Summer,2012,Mar,No Holiday,Friday,Misty,0.37,0.375621,58.0833,0.138067,796,4663,5459,Ideal,weekdays
2012-03-31,Summer,2012,Mar,No Holiday,Saturday,Misty,0.424167,0.421708,73.83330000000001,0.250617,2301,3934,6235,Terlalu Lembab,weekend
2012-04-01,Summer,2012,Apr,No Holiday,Sunday,Misty,0.425833,0.417287,67.625,0.172267,2347,3694,6041,Terlalu Lembab,weekend
2012-04-02,Summer,2012,Apr,No Holiday,Monday,Clear,0.433913,0.427513,50.4348,0.312139,1208,4728,5936,Ideal,weekdays
2012-04-03,Summer,2012,Apr,No Holiday,Tuesday,Clear,0.466667,0.461483,39.6667,0.100133,1348,5424,6772,Terlalu kering,weekdays
2012-04-04,Summer,2012,Apr,No Holiday,Wednesday,Clear,0.541667,0.53345,46.958299999999994,0.180975,1058,5378,6436,Ideal,weekdays
2012-04-05,Summer,2012,Apr,No Holiday,Thursday,Clear,0.435,0.431163,37.416700000000006,0.219529,1192,5265,6457,Terlalu kering,weekdays
2012-04-06,Summer,2012,Apr,No Holiday,Friday,Clear,0.403333,0.390767,37.7083,0.300388,1807,4653,6460,Terlalu kering,weekdays
2012-04-07,Summer,2012,Apr,No Holiday,Saturday,Clear,0.4375,0.426129,25.4167,0.274871,3252,3605,6857,Terlalu kering,weekend
2012-04-08,Summer,2012,Apr,No Holiday,Sunday,Clear,0.5,0.492425,27.5833,0.232596,2230,2939,5169,Terlalu kering,weekend
2012-04-09,Summer,2012,Apr,No Holiday,Monday,Clear,0.489167,0.476638,31.75,0.358196,905,4680,5585,Terlalu kering,weekdays
2012-04-10,Summer,2012,Apr,No Holiday,Tuesday,Clear,0.446667,0.436233,43.5,0.249375,819,5099,5918,Terlalu kering,weekdays
2012-04-11,Summer,2012,Apr,No Holiday,Wednesday,Clear,0.348696,0.337274,46.9565,0.295274,482,4380,4862,Ideal,weekdays
2012-04-12,Summer,2012,Apr,No Holiday,Thursday,Clear,0.3975,0.387604,46.625,0.290429,663,4746,5409,Ideal,weekdays
2012-04-13,Summer,2012,Apr,No Holiday,Friday,Clear,0.4425,0.431808,40.8333,0.155471,1252,5146,6398,Terlalu kering,weekdays
2012-04-14,Summer,2012,Apr,No Holiday,Saturday,Clear,0.495,0.487996,50.29169999999999,0.190917,2795,4665,7460,Ideal,weekend
2012-04-15,Summer,2012,Apr,No Holiday,Sunday,Clear,0.606667,0.573875,50.79169999999999,0.225129,2846,4286,7132,Ideal,weekend
2012-04-16,Summer,2012,Apr,Holiday,Monday,Clear,0.664167,0.614925,56.166700000000006,0.284829,1198,5172,6370,Ideal,weekdays
2012-04-17,Summer,2012,Apr,No Holiday,Tuesday,Clear,0.608333,0.598487,39.0417,0.273629,989,5702,6691,Terlalu kering,weekdays
2012-04-18,Summer,2012,Apr,No Holiday,Wednesday,Misty,0.463333,0.457038,56.9167,0.167912,347,4020,4367,Ideal,weekdays
2012-04-19,Summer,2012,Apr,No Holiday,Thursday,Clear,0.498333,0.493046,61.25000000000001,0.0659292,846,5719,6565,Ideal,weekdays
2012-04-20,Summer,2012,Apr,No Holiday,Friday,Clear,0.526667,0.515775,69.4583,0.149871,1340,5950,7290,Terlalu Lembab,weekdays
2012-04-21,Summer,2012,Apr,No Holiday,Saturday,Clear,0.57,0.542921,68.2917,0.283587,2541,4083,6624,Terlalu Lembab,weekend
2012-04-22,Summer,2012,Apr,No Holiday,Sunday,Light_rainsnow,0.396667,0.389504,83.54169999999999,0.344546,120,907,1027,Terlalu Lembab,weekend
2012-04-23,Summer,2012,Apr,No Holiday,Monday,Misty,0.321667,0.301125,76.66669999999999,0.303496,195,3019,3214,Terlalu Lembab,weekdays
2012-04-24,Summer,2012,Apr,No Holiday,Tuesday,Clear,0.413333,0.405283,45.4167,0.249383,518,5115,5633,Ideal,weekdays
2012-04-25,Summer,2012,Apr,No Holiday,Wednesday,Clear,0.476667,0.470317,42.7917,0.118792,655,5541,6196,Terlalu kering,weekdays
2012-04-26,Summer,2012,Apr,No Holiday,Thursday,Misty,0.498333,0.483583,75.66669999999999,0.176625,475,4551,5026,Terlalu Lembab,weekdays
2012-04-27,Summer,2012,Apr,No Holiday,Friday,Clear,0.4575,0.452637,40.0833,0.347633,1014,5219,6233,Terlalu kering,weekdays
2012-04-28,Summer,2012,Apr,No Holiday,Saturday,Misty,0.376667,0.377504,48.9583,0.129975,1120,3100,4220,Ideal,weekend
2012-04-29,Summer,2012,Apr,No Holiday,Sunday,Clear,0.458333,0.450121,58.7083,0.116908,2229,4075,6304,Ideal,weekend
2012-04-30,Summer,2012,Apr,No Holiday,Monday,Misty,0.464167,0.457696,56.99999999999999,0.171638,665,4907,5572,Ideal,weekdays
2012-05-01,Summer,2012,May,No Holiday,Tuesday,Misty,0.613333,0.577021,65.95830000000001,0.156096,653,5087,5740,Terlalu Lembab,weekdays
2012-05-02,Summer,2012,May,No Holiday,Wednesday,Clear,0.564167,0.537896,79.7083,0.138058,667,5502,6169,Terlalu Lembab,weekdays
2012-05-03,Summer,2012,May,No Holiday,Thursday,Misty,0.56,0.537242,76.83330000000001,0.133696,764,5657,6421,Terlalu Lembab,weekdays
2012-05-04,Summer,2012,May,No Holiday,Friday,Clear,0.6275,0.590917,73.54169999999999,0.162938,1069,5227,6296,Terlalu Lembab,weekdays
2012-05-05,Summer,2012,May,No Holiday,Saturday,Misty,0.621667,0.584608,75.66669999999999,0.152992,2496,4387,6883,Terlalu Lembab,weekend
2012-05-06,Summer,2012,May,No Holiday,Sunday,Misty,0.5625,0.546737,74.0,0.149879,2135,4224,6359,Terlalu Lembab,weekend
2012-05-07,Summer,2012,May,No Holiday,Monday,Misty,0.5375,0.527142,66.41669999999999,0.230721,1008,5265,6273,Terlalu Lembab,weekdays
2012-05-08,Summer,2012,May,No Holiday,Tuesday,Misty,0.581667,0.557471,68.58330000000001,0.296029,738,4990,5728,Terlalu Lembab,weekdays
2012-05-09,Summer,2012,May,No Holiday,Wednesday,Misty,0.575,0.553025,74.4167,0.216412,620,4097,4717,Terlalu Lembab,weekdays
2012-05-10,Summer,2012,May,No Holiday,Thursday,Clear,0.505833,0.491783,55.2083,0.314063,1026,5546,6572,Ideal,weekdays
2012-05-11,Summer,2012,May,No Holiday,Friday,Clear,0.533333,0.520833,36.0417,0.236937,1319,5711,7030,Terlalu kering,weekdays
2012-05-12,Summer,2012,May,No Holiday,Saturday,Clear,0.564167,0.544817,48.0417,0.123133,2622,4807,7429,Ideal,weekend
2012-05-13,Summer,2012,May,No Holiday,Sunday,Clear,0.6125,0.585238,57.62500000000001,0.225117,2172,3946,6118,Ideal,weekend
2012-05-14,Summer,2012,May,No Holiday,Monday,Misty,0.573333,0.5499,78.95830000000001,0.212692,342,2501,2843,Terlalu Lembab,weekdays
2012-05-15,Summer,2012,May,No Holiday,Tuesday,Misty,0.611667,0.576404,79.45830000000001,0.147392,625,4490,5115,Terlalu Lembab,weekdays
2012-05-16,Summer,2012,May,No Holiday,Wednesday,Clear,0.636667,0.595975,69.7917,0.122512,991,6433,7424,Terlalu Lembab,weekdays
2012-05-17,Summer,2012,May,No Holiday,Thursday,Clear,0.593333,0.572613,52.0,0.229475,1242,6142,7384,Ideal,weekdays
2012-05-18,Summer,2012,May,No Holiday,Friday,Clear,0.564167,0.551121,52.33330000000001,0.136817,1521,6118,7639,Ideal,weekdays
2012-05-19,Summer,2012,May,No Holiday,Saturday,Clear,0.6,0.566908,45.625,0.083975,3410,4884,8294,Ideal,weekend
2012-05-20,Summer,2012,May,No Holiday,Sunday,Clear,0.620833,0.583967,53.041700000000006,0.254367,2704,4425,7129,Ideal,weekend
2012-05-21,Summer,2012,May,No Holiday,Monday,Misty,0.598333,0.565667,81.125,0.233204,630,3729,4359,Terlalu Lembab,weekdays
2012-05-22,Summer,2012,May,No Holiday,Tuesday,Misty,0.615,0.580825,76.5833,0.118167,819,5254,6073,Terlalu Lembab,weekdays
2012-05-23,Summer,2012,May,No Holiday,Wednesday,Misty,0.621667,0.584612,77.45830000000001,0.102,766,4494,5260,Terlalu Lembab,weekdays
2012-05-24,Summer,2012,May,No Holiday,Thursday,Clear,0.655,0.6067,71.6667,0.172896,1059,5711,6770,Terlalu Lembab,weekdays
2012-05-25,Summer,2012,May,No Holiday,Friday,Clear,0.68,0.627529,74.70830000000001,0.14055,1417,5317,6734,Terlalu Lembab,weekdays
2012-05-26,Summer,2012,May,No Holiday,Saturday,Clear,0.6925,0.642696,73.25,0.198992,2855,3681,6536,Terlalu Lembab,weekend
2012-05-27,Summer,2012,May,No Holiday,Sunday,Clear,0.69,0.641425,69.7083,0.215171,3283,3308,6591,Terlalu Lembab,weekend
2012-05-28,Summer,2012,May,Holiday,Monday,Clear,0.7125,0.6793,67.625,0.196521,2557,3486,6043,Terlalu Lembab,weekdays
2012-05-29,Summer,2012,May,No Holiday,Tuesday,Clear,0.7225,0.672992,68.45830000000001,0.2954,880,4863,5743,Terlalu Lembab,weekdays
2012-05-30,Summer,2012,May,No Holiday,Wednesday,Misty,0.656667,0.611129,67.0,0.134329,745,6110,6855,Terlalu Lembab,weekdays
2012-05-31,Summer,2012,May,No Holiday,Thursday,Clear,0.68,0.631329,49.2917,0.195279,1100,6238,7338,Ideal,weekdays
2012-06-01,Summer,2012,Jun,No Holiday,Friday,Misty,0.654167,0.607962,75.5417,0.237563,533,3594,4127,Terlalu Lembab,weekdays
2012-06-02,Summer,2012,Jun,No Holiday,Saturday,Clear,0.583333,0.566288,54.9167,0.186562,2795,5325,8120,Ideal,weekend
2012-06-03,Summer,2012,Jun,No Holiday,Sunday,Clear,0.6025,0.575133,49.3333,0.184087,2494,5147,7641,Ideal,weekend
2012-06-04,Summer,2012,Jun,No Holiday,Monday,Clear,0.5975,0.578283,48.7083,0.284833,1071,5927,6998,Ideal,weekdays
2012-06-05,Summer,2012,Jun,No Holiday,Tuesday,Misty,0.540833,0.525892,61.3333,0.209575,968,6033,7001,Ideal,weekdays
2012-06-06,Summer,2012,Jun,No Holiday,Wednesday,Clear,0.554167,0.542292,61.12499999999999,0.077125,1027,6028,7055,Ideal,weekdays
2012-06-07,Summer,2012,Jun,No Holiday,Thursday,Clear,0.6025,0.569442,56.7083,0.15735,1038,6456,7494,Ideal,weekdays
2012-06-08,Summer,2012,Jun,No Holiday,Friday,Clear,0.649167,0.597862,46.791700000000006,0.175383,1488,6248,7736,Ideal,weekdays
2012-06-09,Summer,2012,Jun,No Holiday,Saturday,Clear,0.710833,0.648367,43.7083,0.144287,2708,4790,7498,Terlalu kering,weekend
2012-06-10,Summer,2012,Jun,No Holiday,Sunday,Clear,0.726667,0.663517,53.833299999999994,0.133721,2224,4374,6598,Ideal,weekend
2012-06-11,Summer,2012,Jun,No Holiday,Monday,Misty,0.720833,0.659721,58.791700000000006,0.207713,1017,5647,6664,Ideal,weekdays
2012-06-12,Summer,2012,Jun,No Holiday,Tuesday,Misty,0.653333,0.597875,83.3333,0.214546,477,4495,4972,Terlalu Lembab,weekdays
2012-06-13,Summer,2012,Jun,No Holiday,Wednesday,Clear,0.655833,0.611117,58.2083,0.343279,1173,6248,7421,Ideal,weekdays
2012-06-14,Summer,2012,Jun,No Holiday,Thursday,Clear,0.648333,0.624383,56.958299999999994,0.253733,1180,6183,7363,Ideal,weekdays
2012-06-15,Summer,2012,Jun,No Holiday,Friday,Clear,0.639167,0.599754,58.958299999999994,0.176617,1563,6102,7665,Ideal,weekdays
2012-06-16,Summer,2012,Jun,No Holiday,Saturday,Clear,0.631667,0.594708,50.416700000000006,0.166667,2963,4739,7702,Ideal,weekend
2012-06-17,Summer,2012,Jun,No Holiday,Sunday,Clear,0.5925,0.571975,59.875,0.144904,2634,4344,6978,Ideal,weekend
2012-06-18,Summer,2012,Jun,No Holiday,Monday,Misty,0.568333,0.544842,77.79169999999999,0.174746,653,4446,5099,Terlalu Lembab,weekdays
2012-06-19,Summer,2012,Jun,No Holiday,Tuesday,Clear,0.688333,0.654692,69.0,0.148017,968,5857,6825,Terlalu Lembab,weekdays
2012-06-20,Summer,2012,Jun,No Holiday,Wednesday,Clear,0.7825,0.720975,59.2083,0.113812,872,5339,6211,Ideal,weekdays
2012-06-21,Fall,2012,Jun,No Holiday,Thursday,Clear,0.805833,0.752542,56.7917,0.118787,778,5127,5905,Ideal,weekdays
2012-06-22,Fall,2012,Jun,No Holiday,Friday,Clear,0.7775,0.724121,57.375,0.182842,964,4859,5823,Ideal,weekdays
2012-06-23,Fall,2012,Jun,No Holiday,Saturday,Clear,0.731667,0.652792,53.4583,0.179721,2657,4801,7458,Ideal,weekend
2012-06-24,Fall,2012,Jun,No Holiday,Sunday,Clear,0.743333,0.674254,47.9167,0.145525,2551,4340,6891,Ideal,weekend
2012-06-25,Fall,2012,Jun,No Holiday,Monday,Clear,0.715833,0.654042,50.416700000000006,0.300383,1139,5640,6779,Ideal,weekdays
2012-06-26,Fall,2012,Jun,No Holiday,Tuesday,Clear,0.630833,0.594704,37.3333,0.347642,1077,6365,7442,Terlalu kering,weekdays
2012-06-27,Fall,2012,Jun,No Holiday,Wednesday,Clear,0.6975,0.640792,36.0,0.271775,1077,6258,7335,Terlalu kering,weekdays
2012-06-28,Fall,2012,Jun,No Holiday,Thursday,Clear,0.749167,0.675512,42.25,0.17165,921,5958,6879,Terlalu kering,weekdays
2012-06-29,Fall,2012,Jun,No Holiday,Friday,Clear,0.834167,0.786613,48.875,0.165417,829,4634,5463,Ideal,weekdays
2012-06-30,Fall,2012,Jun,No Holiday,Saturday,Clear,0.765,0.687508,60.12499999999999,0.161071,1455,4232,5687,Ideal,weekend
2012-07-01,Fall,2012,Jul,No Holiday,Sunday,Clear,0.815833,0.750629,51.87500000000001,0.168529,1421,4110,5531,Ideal,weekend
2012-07-02,Fall,2012,Jul,No Holiday,Monday,Clear,0.781667,0.702038,44.7083,0.195267,904,5323,6227,Terlalu kering,weekdays
2012-07-03,Fall,2012,Jul,No Holiday,Tuesday,Clear,0.780833,0.70265,49.2083,0.126237,1052,5608,6660,Ideal,weekdays
2012-07-04,Fall,2012,Jul,Holiday,Wednesday,Clear,0.789167,0.732337,53.87499999999999,0.13495,2562,4841,7403,Ideal,weekdays
2012-07-05,Fall,2012,Jul,No Holiday,Thursday,Clear,0.8275,0.761367,45.7917,0.194029,1405,4836,6241,Ideal,weekdays
2012-07-06,Fall,2012,Jul,No Holiday,Friday,Clear,0.828333,0.752533,45.0833,0.146142,1366,4841,6207,Ideal,weekdays
2012-07-07,Fall,2012,Jul,No Holiday,Saturday,Clear,0.861667,0.804913,49.2083,0.163554,1448,3392,4840,Ideal,weekend
2012-07-08,Fall,2012,Jul,No Holiday,Sunday,Clear,0.8225,0.790396,57.375,0.125629,1203,3469,4672,Ideal,weekend
2012-07-09,Fall,2012,Jul,No Holiday,Monday,Misty,0.710833,0.654054,68.3333,0.180975,998,5571,6569,Terlalu Lembab,weekdays
2012-07-10,Fall,2012,Jul,No Holiday,Tuesday,Misty,0.720833,0.664796,66.75,0.151737,954,5336,6290,Terlalu Lembab,weekdays
2012-07-11,Fall,2012,Jul,No Holiday,Wednesday,Clear,0.716667,0.650271,63.3333,0.151733,975,6289,7264,Ideal,weekdays
2012-07-12,Fall,2012,Jul,No Holiday,Thursday,Clear,0.715833,0.654683,52.9583,0.146775,1032,6414,7446,Ideal,weekdays
2012-07-13,Fall,2012,Jul,No Holiday,Friday,Misty,0.731667,0.667933,48.5833,0.08085,1511,5988,7499,Ideal,weekdays
2012-07-14,Fall,2012,Jul,No Holiday,Saturday,Misty,0.703333,0.666042,69.91669999999999,0.143679,2355,4614,6969,Terlalu Lembab,weekend
2012-07-15,Fall,2012,Jul,No Holiday,Sunday,Clear,0.745833,0.705196,71.7917,0.166667,1920,4111,6031,Terlalu Lembab,weekend
2012-07-16,Fall,2012,Jul,No Holiday,Monday,Clear,0.763333,0.724125,64.5,0.164187,1088,5742,6830,Ideal,weekdays
2012-07-17,Fall,2012,Jul,No Holiday,Tuesday,Clear,0.818333,0.755683,50.583299999999994,0.114429,921,5865,6786,Ideal,weekdays
2012-07-18,Fall,2012,Jul,No Holiday,Wednesday,Clear,0.793333,0.745583,57.7083,0.137442,799,4914,5713,Ideal,weekdays
2012-07-19,Fall,2012,Jul,No Holiday,Thursday,Clear,0.77,0.714642,60.0417,0.165429,888,5703,6591,Ideal,weekdays
2012-07-20,Fall,2012,Jul,No Holiday,Friday,Misty,0.665833,0.613025,84.4167,0.208967,747,5123,5870,Terlalu Lembab,weekdays
2012-07-21,Fall,2012,Jul,No Holiday,Saturday,Light_rainsnow,0.595833,0.549912,86.5417,0.2133,1264,3195,4459,Terlalu Lembab,weekend
2012-07-22,Fall,2012,Jul,No Holiday,Sunday,Misty,0.6675,0.623125,76.25,0.0939208,2544,4866,7410,Terlalu Lembab,weekend
2012-07-23,Fall,2012,Jul,No Holiday,Monday,Clear,0.741667,0.690017,69.41669999999999,0.138683,1135,5831,6966,Terlalu Lembab,weekdays
2012-07-24,Fall,2012,Jul,No Holiday,Tuesday,Clear,0.750833,0.70645,65.5,0.211454,1140,6452,7592,Terlalu Lembab,weekdays
2012-07-25,Fall,2012,Jul,No Holiday,Wednesday,Clear,0.724167,0.654054,45.0,0.1648,1383,6790,8173,Ideal,weekdays
2012-07-26,Fall,2012,Jul,No Holiday,Thursday,Clear,0.776667,0.739263,59.66669999999999,0.284813,1036,5825,6861,Ideal,weekdays
2012-07-27,Fall,2012,Jul,No Holiday,Friday,Clear,0.781667,0.734217,59.458299999999994,0.152992,1259,5645,6904,Ideal,weekdays
2012-07-28,Fall,2012,Jul,No Holiday,Saturday,Clear,0.755833,0.697604,61.3333,0.15735,2234,4451,6685,Ideal,weekend
2012-07-29,Fall,2012,Jul,No Holiday,Sunday,Clear,0.721667,0.667933,62.375,0.170396,2153,4444,6597,Ideal,weekend
2012-07-30,Fall,2012,Jul,No Holiday,Monday,Clear,0.730833,0.684987,66.875,0.153617,1040,6065,7105,Terlalu Lembab,weekdays
2012-07-31,Fall,2012,Jul,No Holiday,Tuesday,Clear,0.713333,0.662896,70.41669999999999,0.165425,968,6248,7216,Terlalu Lembab,weekdays
2012-08-01,Fall,2012,Aug,No Holiday,Wednesday,Clear,0.7175,0.667308,67.75,0.141179,1074,6506,7580,Terlalu Lembab,weekdays
2012-08-02,Fall,2012,Aug,No Holiday,Thursday,Clear,0.7525,0.707088,65.95830000000001,0.129354,983,6278,7261,Terlalu Lembab,weekdays
2012-08-03,Fall,2012,Aug,No Holiday,Friday,Misty,0.765833,0.722867,64.25,0.215792,1328,5847,7175,Ideal,weekdays
2012-08-04,Fall,2012,Aug,No Holiday,Saturday,Clear,0.793333,0.751267,61.3333,0.257458,2345,4479,6824,Ideal,weekend
2012-08-05,Fall,2012,Aug,No Holiday,Sunday,Clear,0.769167,0.731079,65.25,0.290421,1707,3757,5464,Terlalu Lembab,weekend
