dteday,season,year,month,holiday,one_of_week,weather_situation,temp,atemp,humidity,wind_speed,casual,registered,count_cr,humidity_category,category_days
2012-08-06,Fall,2012,Aug,No Holiday,Monday,Misty,0.7525,0.710246,65.4167,0.129354,1233,5780,7013,Terlalu Lembab,weekdays
2012-08-07,Fall,2012,Aug,No Holiday,Tuesday,Misty,0.735833,0.697621,70.375,0.116908,1278,5995,7273,Terlalu Lembab,weekdays
2012-08-08,Fall,2012,Aug,No Holiday,Wednesday,Misty,0.75,0.707717,67.29169999999999,0.1107,1263,6271,7534,Terlalu Lembab,weekdays
2012-08-09,Fall,2012,Aug,No Holiday,Thursday,Clear,0.755833,0.699508,62.0417,0.1561,1196,6090,7286,Ideal,weekdays
2012-08-10,Fall,2012,Aug,No Holiday,Friday,Misty,0.715833,0.667942,71.58330000000001,0.238813,1065,4721,5786,Terlalu Lembab,weekdays
2012-08-11,Fall,2012,Aug,No Holiday,Saturday,Misty,0.6925,0.638267,73.2917,0.206479,2247,4052,6299,Terlalu Lembab,weekend
2012-08-12,Fall,2012,Aug,No Holiday,Sunday,Clear,0.700833,0.644579,53.041700000000006,0.122512,2182,4362,6544,Ideal,weekend
2012-08-13,Fall,2012,Aug,No Holiday,Monday,Clear,0.720833,0.662254,54.541700000000006,0.136212,1207,5676,6883,Ideal,weekdays
2012-08-14,Fall,2012,Aug,No Holiday,Tuesday,Clear,0.726667,0.676779,68.6667,0.169158,1128,5656,6784,Terlalu Lembab,weekdays
2012-08-15,Fall,2012,Aug,No Holiday,Wednesday,Clear,0.706667,0.654037,61.9583,0.169771,1198,6149,7347,Ideal,weekdays
2012-08-16,Fall,2012,Aug,No Holiday,Thursday,Clear,0.719167,0.654688,51.916700000000006,0.141796,1338,6267,7605,Ideal,weekdays
2012-08-17,Fall,2012,Aug,No Holiday,Friday,Clear,0.723333,0.2424,57.0833,0.231354,1483,5665,7148,Ideal,weekdays
2012-08-18,Fall,2012,Aug,No Holiday,Saturday,Clear,0.678333,0.618071,60.3333,0.177867,2827,5038,7865,Ideal,weekend
2012-08-19,Fall,2012,Aug,No Holiday,Sunday,Misty,0.635833,0.603554,71.1667,0.08645,1208,3341,4549,Terlalu Lembab,weekend
2012-08-20,Fall,2012,Aug,No Holiday,Monday,Misty,0.635833,0.595967,73.4167,0.129979,1026,5504,6530,Terlalu Lembab,weekdays
2012-08-21,Fall,2012,Aug,No Holiday,Tuesday,Clear,0.649167,0.601025,67.375,0.0727708,1081,5925,7006,Terlalu Lembab,weekdays
2012-08-22,Fall,2012,Aug,No Holiday,Wednesday,Clear,0.6675,0.621854,67.7083,0.0702833,1094,6281,7375,Terlalu Lembab,weekdays
2012-08-23,Fall,2012,Aug,No Holiday,Thursday,Clear,0.695833,0.637008,63.5833,0.0845958,1363,6402,7765,Ideal,weekdays
2012-08-24,Fall,2012,Aug,No Holiday,Friday,Misty,0.7025,0.6471,61.5,0.0721458,1325,6257,7582,Ideal,weekdays
2012-08-25,Fall,2012,Aug,No Holiday,Saturday,Misty,0.661667,0.618696,71.2917,0.244408,1829,4224,6053,Terlalu Lembab,weekend
2012-08-26,Fall,2012,Aug,No Holiday,Sunday,Misty,0.653333,0.595996,84.5833,0.228858,1483,3772,5255,Terlalu Lembab,weekend
2012-08-27,Fall,2012,Aug,No Holiday,Monday,Clear,0.703333,0.654688,73.04169999999999,0.128733,989,5928,6917,Terlalu Lembab,weekdays
2012-08-28,Fall,2012,Aug,No Holiday,Tuesday,Clear,0.728333,0.66605,62.0,0.190925,935,6105,7040,Ideal,weekdays
2012-08-29,Fall,2012,Aug,No Holiday,Wednesday,Clear,0.685,0.635733,55.2083,0.112562,1177,6520,7697,Ideal,weekdays
2012-08-30,Fall,2012,Aug,No Holiday,Thursday,Clear,0.706667,0.652779,59.0417,0.0771167,1172,6541,7713,Ideal,weekdays
2012-08-31,Fall,2012,Aug,No Holiday,Friday,Clear,0.764167,0.6894,58.75,0.168533,1433,5917,7350,Ideal,weekdays
2012-09-01,Fall,2012,Sep,No Holiday,Saturday,Misty,0.753333,0.702654,63.8333,0.113187,2352,3788,6140,Ideal,weekend
2012-09-02,Fall,2012,Sep,No Holiday,Sunday,Misty,0.696667,0.649,81.5,0.0640708,2613,3197,5810,Terlalu Lembab,weekend
2012-09-03,Fall,2012,Sep,Holiday,Monday,Clear,0.7075,0.661629,79.0833,0.151121,1965,4069,6034,Terlalu Lembab,weekdays
2012-09-04,Fall,2012,Sep,No Holiday,Tuesday,Clear,0.725833,0.686888,75.5,0.236321,867,5997,6864,Terlalu Lembab,weekdays
2012-09-05,Fall,2012,Sep,No Holiday,Wednesday,Clear,0.736667,0.708983,74.125,0.187808,832,6280,7112,Terlalu Lembab,weekdays
2012-09-06,Fall,2012,Sep,No Holiday,Thursday,Misty,0.696667,0.655329,81.0417,0.142421,611,5592,6203,Terlalu Lembab,weekdays
2012-09-07,Fall,2012,Sep,No Holiday,Friday,Clear,0.703333,0.657204,73.625,0.171646,1045,6459,7504,Terlalu Lembab,weekdays
2012-09-08,Fall,2012,Sep,No Holiday,Saturday,Misty,0.659167,0.611121,79.91669999999999,0.281104,1557,4419,5976,Terlalu Lembab,weekend
2012-09-09,Fall,2012,Sep,No Holiday,Sunday,Clear,0.61,0.578925,54.75,0.224496,2570,5657,8227,Ideal,weekend
2012-09-10,Fall,2012,Sep,No Holiday,Monday,Clear,0.583333,0.565654,50.375,0.258713,1118,6407,7525,Ideal,weekdays
2012-09-11,Fall,2012,Sep,No Holiday,Tuesday,Clear,0.5775,0.554292,52.0,0.0920542,1070,6697,7767,Ideal,weekdays
2012-09-12,Fall,2012,Sep,No Holiday,Wednesday,Clear,0.599167,0.570075,57.7083,0.131846,1050,6820,7870,Ideal,weekdays
2012-09-13,Fall,2012,Sep,No Holiday,Thursday,Clear,0.6125,0.579558,63.708299999999994,0.0827208,1054,6750,7804,Ideal,weekdays
2012-09-14,Fall,2012,Sep,No Holiday,Friday,Clear,0.633333,0.594083,67.25,0.103863,1379,6630,8009,Terlalu Lembab,weekdays
2012-09-15,Fall,2012,Sep,No Holiday,Saturday,Clear,0.608333,0.585867,50.1667,0.247521,3160,5554,8714,Ideal,weekend
2012-09-16,Fall,2012,Sep,No Holiday,Sunday,Clear,0.58,0.563125,56.99999999999999,0.0901833,2166,5167,7333,Ideal,weekend
2012-09-17,Fall,2012,Sep,No Holiday,Monday,Misty,0.580833,0.55305,73.4583,0.151742,1022,5847,6869,Terlalu Lembab,weekdays
2012-09-18,Fall,2012,Sep,No Holiday,Tuesday,Misty,0.623333,0.565067,87.25,0.357587,371,3702,4073,Terlalu Lembab,weekdays
2012-09-19,Fall,2012,Sep,No Holiday,Wednesday,Clear,0.5525,0.540404,53.6667,0.215175,788,6803,7591,Ideal,weekdays
2012-09-20,Fall,2012,Sep,No Holiday,Thursday,Clear,0.546667,0.532192,61.8333,0.118167,939,6781,7720,Ideal,weekdays
2012-09-21,Fall,2012,Sep,No Holiday,Friday,Clear,0.599167,0.571971,66.875,0.154229,1250,6917,8167,Terlalu Lembab,weekdays
2012-09-22,Fall,2012,Sep,No Holiday,Saturday,Clear,0.65,0.610488,64.6667,0.283583,2512,5883,8395,Ideal,weekend
2012-09-23,Winter,2012,Sep,No Holiday,Sunday,Clear,0.529167,0.518933,46.7083,0.223258,2454,5453,7907,Ideal,weekend
2012-09-24,Winter,2012,Sep,No Holiday,Monday,Clear,0.514167,0.502513,49.2917,0.142404,1001,6435,7436,Ideal,weekdays
2012-09-25,Winter,2012,Sep,No Holiday,Tuesday,Clear,0.55,0.544179,56.99999999999999,0.236321,845,6693,7538,Ideal,weekdays
2012-09-26,Winter,2012,Sep,No Holiday,Wednesday,Clear,0.635,0.596613,63.083299999999994,0.2444,787,6946,7733,Ideal,weekdays
2012-09-27,Winter,2012,Sep,No Holiday,Thursday,Misty,0.65,0.607975,69.08330000000001,0.134342,751,6642,7393,Terlalu Lembab,weekdays
2012-09-28,Winter,2012,Sep,No Holiday,Friday,Misty,0.619167,0.585863,69.0,0.164179,1045,6370,7415,Terlalu Lembab,weekdays
2012-09-29,Winter,2012,Sep,No Holiday,Saturday,Clear,0.5425,0.530296,54.2917,0.227604,2589,5966,8555,Ideal,weekend
2012-09-30,Winter,2012,Sep,No Holiday,Sunday,Clear,0.526667,0.517663,58.3333,0.134958,2015,4874,6889,Ideal,weekend
2012-10-01,Winter,2012,Oct,No Holiday,Monday,Misty,0.520833,0.512,64.9167,0.0908042,763,6015,6778,Ideal,weekdays
2012-10-02,Winter,2012,Oct,No Holiday,Tuesday,Light_rainsnow,0.590833,0.542333,87.16669999999999,0.104475,315,4324,4639,Terlalu Lembab,weekdays
2012-10-03,Winter,2012,Oct,No Holiday,Wednesday,Misty,0.6575,0.599133,79.375,0.0665458,728,6844,7572,Terlalu Lembab,weekdays
2012-10-04,Winter,2012,Oct,No Holiday,Thursday,Misty,0.6575,0.607975,72.2917,0.117546,891,6437,7328,Terlalu Lembab,weekdays
2012-10-05,Winter,2012,Oct,No Holiday,Friday,Clear,0.615,0.580187,62.74999999999999,0.10635,1516,6640,8156,Ideal,weekdays
2012-10-06,Winter,2012,Oct,No Holiday,Saturday,Clear,0.554167,0.538521,66.41669999999999,0.268025,3031,4934,7965,Terlalu Lembab,weekend
2012-10-07,Winter,2012,Oct,No Holiday,Sunday,Misty,0.415833,0.419813,70.8333,0.141162,781,2729,3510,Terlalu Lembab,weekend
2012-10-08,Winter,2012,Oct,Holiday,Monday,Misty,0.383333,0.387608,70.9583,0.189679,874,4604,5478,Terlalu Lembab,weekdays
2012-10-09,Winter,2012,Oct,No Holiday,Tuesday,Misty,0.446667,0.438112,76.16669999999999,0.1903,601,5791,6392,Terlalu Lembab,weekdays
2012-10-10,Winter,2012,Oct,No Holiday,Wednesday,Clear,0.514167,0.503142,63.083299999999994,0.187821,780,6911,7691,Ideal,weekdays
2012-10-11,Winter,2012,Oct,No Holiday,Thursday,Clear,0.435,0.431167,46.3333,0.181596,834,6736,7570,Ideal,weekdays
2012-10-12,Winter,2012,Oct,No Holiday,Friday,Clear,0.4375,0.433071,53.91669999999999,0.235092,1060,6222,7282,Ideal,weekdays
2012-10-13,Winter,2012,Oct,No Holiday,Saturday,Clear,0.393333,0.391396,49.4583,0.146142,2252,4857,7109,Ideal,weekend
2012-10-14,Winter,2012,Oct,No Holiday,Sunday,Clear,0.521667,0.508204,64.0417,0.278612,2080,4559,6639,Ideal,weekend
2012-10-15,Winter,2012,Oct,No Holiday,Monday,Misty,0.561667,0.53915,70.75,0.296037,760,5115,5875,Terlalu Lembab,weekdays
2012-10-16,Winter,2012,Oct,No Holiday,Tuesday,Clear,0.468333,0.460846,55.833299999999994,0.182221,922,6612,7534,Ideal,weekdays
2012-10-17,Winter,2012,Oct,No Holiday,Wednesday,Clear,0.455833,0.450108,69.2917,0.101371,979,6482,7461,Terlalu Lembab,weekdays
2012-10-18,Winter,2012,Oct,No Holiday,Thursday,Misty,0.5225,0.512625,72.8333,0.236937,1008,6501,7509,Terlalu Lembab,weekdays
2012-10-19,Winter,2012,Oct,No Holiday,Friday,Misty,0.563333,0.537896,81.5,0.134954,753,4671,5424,Terlalu Lembab,weekdays
2012-10-20,Winter,2012,Oct,No Holiday,Saturday,Clear,0.484167,0.472842,57.2917,0.117537,2806,5284,8090,Ideal,weekend
2012-10-21,Winter,2012,Oct,No Holiday,Sunday,Clear,0.464167,0.456429,51.0,0.166054,2132,4692,6824,Ideal,weekend
2012-10-22,Winter,2012,Oct,No Holiday,Monday,Clear,0.4875,0.482942,56.833299999999994,0.0814833,830,6228,7058,Ideal,weekdays
2012-10-23,Winter,2012,Oct,No Holiday,Tuesday,Clear,0.544167,0.530304,64.16669999999999,0.0945458,841,6625,7466,Ideal,weekdays
2012-10-24,Winter,2012,Oct,No Holiday,Wednesday,Clear,0.5875,0.558721,63.625,0.0727792,795,6898,7693,Ideal,weekdays
2012-10-25,Winter,2012,Oct,No Holiday,Thursday,Misty,0.55,0.529688,80.0417,0.124375,875,6484,7359,Terlalu Lembab,weekdays
2012-10-26,Winter,2012,Oct,No Holiday,Friday,Misty,0.545833,0.52275,80.7083,0.132467,1182,6262,7444,Terlalu Lembab,weekdays
2012-10-27,Winter,2012,Oct,No Holiday,Saturday,Misty,0.53,0.515133,72.0,0.235692,2643,5209,7852,Terlalu Lembab,weekend
2012-10-28,Winter,2012,Oct,No Holiday,Sunday,Misty,0.4775,0.467771,69.4583,0.398008,998,3461,4459,Terlalu Lembab,weekend
2012-10-29,Winter,2012,Oct,No Holiday,Monday,Light_rainsnow,0.44,0.4394,88.0,0.3582,2,20,22,Terlalu Lembab,weekdays
2012-10-30,Winter,2012,Oct,No Holiday,Tuesday,Misty,0.318182,0.309909,82.5455,0.213009,87,1009,1096,Terlalu Lembab,weekdays
2012-10-31,Winter,2012,Oct,No Holiday,Wednesday,Misty,0.3575,0.3611,66.6667,0.166667,419,5147,5566,Terlalu Lembab,weekdays
2012-11-01,Winter,2012,Nov,No Holiday,Thursday,Misty,0.365833,0.369942,58.166700000000006,0.157346,466,5520,5986,Ideal,weekdays
2012-11-02,Winter,2012,Nov,No Holiday,Friday,Clear,0.355,0.356042,52.208299999999994,0.266175,618,5229,5847,Ideal,weekdays
2012-11-03,Winter,2012,Nov,No Holiday,Saturday,Misty,0.343333,0.323846,49.125,0.270529,1029,4109,5138,Ideal,weekend
2012-11-04,Winter,2012,Nov,No Holiday,Sunday,Clear,0.325833,0.329538,53.2917,0.179108,1201,3906,5107,Ideal,weekend
2012-11-05,Winter,2012,Nov,No Holiday,Monday,Clear,0.319167,0.308075,49.416700000000006,0.236325,378,4881,5259,Ideal,weekdays
2012-11-06,Winter,2012,Nov,No Holiday,Tuesday,Clear,0.280833,0.281567,56.7083,0.173513,466,5220,5686,Ideal,weekdays
2012-11-07,Winter,2012,Nov,No Holiday,Wednesday,Misty,0.295833,0.274621,54.75,0.304108,326,4709,5035,Ideal,weekdays
2012-11-08,Winter,2012,Nov,No Holiday,Thursday,Clear,0.352174,0.341891,33.3478,0.347835,340,4975,5315,Terlalu kering,weekdays
2012-11-09,Winter,2012,Nov,No Holiday,Friday,Clear,0.361667,0.355413,54.0833,0.214558,709,5283,5992,Ideal,weekdays
2012-11-10,Winter,2012,Nov,No Holiday,Saturday,Clear,0.389167,0.393937,64.5417,0.0578458,2090,4446,6536,Ideal,weekend
2012-11-11,Winter,2012,Nov,No Holiday,Sunday,Clear,0.420833,0.421713,65.91669999999999,0.1275,2290,4562,6852,Terlalu Lembab,weekend
2012-11-12,Winter,2012,Nov,Holiday,Monday,Clear,0.485,0.475383,74.16669999999999,0.173517,1097,5172,6269,Terlalu Lembab,weekdays
2012-11-13,Winter,2012,Nov,No Holiday,Tuesday,Misty,0.343333,0.323225,66.29169999999999,0.342046,327,3767,4094,Terlalu Lembab,weekdays
2012-11-14,Winter,2012,Nov,No Holiday,Wednesday,Clear,0.289167,0.281563,55.2083,0.199625,373,5122,5495,Ideal,weekdays
2012-11-15,Winter,2012,Nov,No Holiday,Thursday,Misty,0.321667,0.324492,62.0417,0.152987,320,5125,5445,Ideal,weekdays
2012-11-16,Winter,2012,Nov,No Holiday,Friday,Clear,0.345,0.347204,52.4583,0.171025,484,5214,5698,Ideal,weekdays
2012-11-17,Winter,2012,Nov,No Holiday,Saturday,Clear,0.325,0.326383,54.541700000000006,0.179729,1313,4316,5629,Ideal,weekend
2012-11-18,Winter,2012,Nov,No Holiday,Sunday,Clear,0.3425,0.337746,69.2917,0.227612,922,3747,4669,Terlalu Lembab,weekend
2012-11-19,Winter,2012,Nov,No Holiday,Monday,Misty,0.380833,0.375621,62.3333,0.235067,449,5050,5499,Ideal,weekdays
2012-11-20,Winter,2012,Nov,No Holiday,Tuesday,Misty,0.374167,0.380667,68.5,0.082725,534,5100,5634,Terlalu Lembab,weekdays
2012-11-21,Winter,2012,Nov,No Holiday,Wednesday,Clear,0.353333,0.364892,61.375,0.103246,615,4531,5146,Ideal,weekdays
2012-11-22,Winter,2012,Nov,Holiday,Thursday,Clear,0.34,0.350371,58.0417,0.0528708,955,1470,2425,Ideal,weekdays
2012-11-23,Winter,2012,Nov,No Holiday,Friday,Clear,0.368333,0.378779,56.875,0.148021,1603,2307,3910,Ideal,weekdays
2012-11-24,Winter,2012,Nov,No Holiday,Saturday,Clear,0.278333,0.248742,40.4583,0.376871,532,1745,2277,Terlalu kering,weekend
2012-11-25,Winter,2012,Nov,No Holiday,Sunday,Clear,0.245833,0.257583,46.8333,0.1505,309,2115,2424,Ideal,weekend
2012-11-26,Winter,2012,Nov,No Holiday,Monday,Clear,0.313333,0.339004,53.541700000000006,0.04665,337,4750,5087,Ideal,weekdays
2012-11-27,Winter,2012,Nov,No Holiday,Tuesday,Misty,0.291667,0.281558,78.6667,0.237562,123,3836,3959,Terlalu Lembab,weekdays
2012-11-28,Winter,2012,Nov,No Holiday,Wednesday,Clear,0.296667,0.289762,50.625,0.210821,198,5062,5260,Ideal,weekdays
2012-11-29,Winter,2012,Nov,No Holiday,Thursday,Clear,0.28087,0.298422,55.565200000000004,0.115522,243,5080,5323,Ideal,weekdays
2012-11-30,Winter,2012,Nov,No Holiday,Friday,Clear,0.298333,0.323867,64.95830000000001,0.0584708,362,5306,5668,Ideal,weekdays
2012-12-01,Winter,2012,Dec,No Holiday,Saturday,Misty,0.298333,0.316904,80.6667,0.0597042,951,4240,5191,Terlalu Lembab,weekend
2012-12-02,Winter,2012,Dec,No Holiday,Sunday,Misty,0.3475,0.359208,82.3333,0.124379,892,3757,4649,Terlalu Lembab,weekend
2012-12-03,Winter,2012,Dec,No Holiday,Monday,Clear,0.4525,0.455796,76.75,0.0827208,555,5679,6234,Terlalu Lembab,weekdays
2012-12-04,Winter,2012,Dec,No Holiday,Tuesday,Clear,0.475833,0.469054,73.375,0.174129,551,6055,6606,Terlalu Lembab,weekdays
2012-12-05,Winter,2012,Dec,No Holiday,Wednesday,Clear,0.438333,0.428012,48.5,0.324021,331,5398,5729,Ideal,weekdays
2012-12-06,Winter,2012,Dec,No Holiday,Thursday,Clear,0.255833,0.258204,50.875,0.174754,340,5035,5375,Ideal,weekdays
2012-12-07,Winter,2012,Dec,No Holiday,Friday,Misty,0.320833,0.321958,76.4167,0.1306,349,4659,5008,Terlalu Lembab,weekdays
2012-12-08,Winter,2012,Dec,No Holiday,Saturday,Misty,0.381667,0.389508,91.125,0.101379,1153,4429,5582,Terlalu Lembab,weekend
2012-12-09,Winter,2012,Dec,No Holiday,Sunday,Misty,0.384167,0.390146,90.5417,0.157975,441,2787,3228,Terlalu Lembab,weekend
2012-12-10,Winter,2012,Dec,No Holiday,Monday,Misty,0.435833,0.435575,92.5,0.190308,329,4841,5170,Terlalu Lembab,weekdays
2012-12-11,Winter,2012,Dec,No Holiday,Tuesday,Misty,0.353333,0.338363,59.66669999999999,0.296037,282,5219,5501,Ideal,weekdays
2012-12-12,Winter,2012,Dec,No Holiday,Wednesday,Misty,0.2975,0.297338,53.833299999999994,0.162937,310,5009,5319,Ideal,weekdays
2012-12-13,Winter,2012,Dec,No Holiday,Thursday,Clear,0.295833,0.294188,48.5833,0.174129,425,5107,5532,Ideal,weekdays
2012-12-14,Winter,2012,Dec,No Holiday,Friday,Clear,0.281667,0.294192,64.29169999999999,0.131229,429,5182,5611,Ideal,weekdays
2012-12-15,Winter,2012,Dec,No Holiday,Saturday,Clear,0.324167,0.338383,65.0417,0.10635,767,4280,5047,Terlalu Lembab,weekend
2012-12-16,Winter,2012,Dec,No Holiday,Sunday,Misty,0.3625,0.369938,83.875,0.100742,538,3248,3786,Terlalu Lembab,weekend
2012-12-17,Winter,2012,Dec,No Holiday,Monday,Misty,0.393333,0.4015,90.7083,0.0982583,212,4373,4585,Terlalu Lembab,weekdays
2012-12-18,Winter,2012,Dec,No Holiday,Tuesday,Clear,0.410833,0.409708,66.625,0.221404,433,5124,5557,Terlalu Lembab,weekdays
2012-12-19,Winter,2012,Dec,No Holiday,Wednesday,Clear,0.3325,0.342162,62.5417,0.184092,333,4934,5267,Ideal,weekdays
2012-12-20,Winter,2012,Dec,No Holiday,Thursday,Misty,0.33,0.335217,66.79169999999999,0.132463,314,3814,4128,Terlalu Lembab,weekdays
2012-12-21,Spring,2012,Dec,No Holiday,Friday,Misty,0.326667,0.301767,55.666700000000006,0.374383,221,3402,3623,Ideal,weekdays
2012-12-22,Spring,2012,Dec,No Holiday,Saturday,Clear,0.265833,0.236113,44.125,0.407346,205,1544,1749,Terlalu kering,weekend
2012-12-23,Spring,2012,Dec,No Holiday,Sunday,Clear,0.245833,0.259471,51.5417,0.133083,408,1379,1787,Ideal,weekend
2012-12-24,Spring,2012,Dec,No Holiday,Monday,Misty,0.231304,0.2589,79.1304,0.0772304,174,746,920,Terlalu Lembab,weekdays
2012-12-25,Spring,2012,Dec,Holiday,Tuesday,Misty,0.291304,0.294465,73.47829999999999,0.168726,440,573,1013,Terlalu Lembab,weekdays
2012-12-26,Spring,2012,Dec,No Holiday,Wednesday,Light_rainsnow,0.243333,0.220333,82.3333,0.316546,9,432,441,Terlalu Lembab,weekdays
2012-12-27,Spring,2012,Dec,No Holiday,Thursday,Misty,0.254167,0.226642,65.29169999999999,0.350133,247,1867,2114,Terlalu Lembab,weekdays
2012-12-28,Spring,2012,Dec,No Holiday,Friday,Misty,0.253333,0.255046,59.0,0.155471,644,2451,3095,Ideal,weekdays
2012-12-29,Spring,2012,Dec,No Holiday,Saturday,Misty,0.253333,0.2424,75.29169999999999,0.124383,159,1182,1341,Terlalu Lembab,weekend
2012-12-30,Spring,2012,Dec,No Holiday,Sunday,Clear,0.255833,0.2317,48.3333,0.350754,364,1432,1796,Ideal,weekend
2012-12-31,Spring,2012,Dec,No Holiday,Monday,Misty,0.215833,0.223487,57.75,0.154846,439,2290,2729,Ideal,weekdays
